#a	以
#a	以后
#a	以前
#aa	碍
#aa	鹌
*aabx	皑皑白雪
*avls	阿拉善
*avls	阿里山
*avls	阿留申
*avlt	阿勒泰
*avlu	阿联酋
*avm	阿妹
*avm	阿盟
#avm	隘
*avmb	阿米巴
*avme	阿穆尔
*avmj	阿门
*avmn	阿玛尼
#avmo	隘
*avmr	阿曼
avmr	阿盟
*avms	阿妈
avms	阿妹
#avn	胺
*avnl	阿诺
*avno	阿囡
#avns	胺
*avpd	阿婆
*avpi	阿婆主
*avpq	阿帕奇
*avpr	阿片
*avpu	阿帕奇
*avpz	阿婆主
*avqa	阿奇
*avrq	阿荣旗
*avsg	阿瑟
*avsm	阿诗玛
*avsw	阿斯旺
*avsx	阿是穴
*avsy	阿叔
*avti	阿嚏
*avtl	阿提拉
*avtp	阿托品
*avts	阿图什
*avua	阿奇
*avwd	阿瓦提
*avxl	阿修罗
*avys	阿姨
*avyw	阿育王
*avz	腌臜
*avzv	肮脏
avzv	腌臜
#aw	犴
*awbr	安慰别人
*awdx	阿瓦提县
#awg	犴
#awgi	犴
*awhf	安危祸福
*awjw	爱屋及乌
*awln	安危冷暖
*awsa	爱我所爱
*awtr	暗无天日
*awyx	安慰一下
*axci	暗箱操作
*axcz	暗箱操作
*axdg	奥匈帝国
*axdi	安心定志
*axdi	按需定制
*axdz	安心定志
*axdz	按需定制
*axfl	熬心费力
*axfp	按需分配
*axgi	安心工作
*axgw	爱惜公物
*axgz	安心工作
*axhp	按下葫芦浮起瓢
*axid	安闲自得
*axii	安闲自在
*axij	爱惜自己
*axix	爱心助学
*axjk	爱心捐款
*axjl	爱新觉罗
*axjx	暗下决心
*axkm	按下快门
*axmf	阿西莫夫
*axrc	爱惜人才
*axsm	爱惜生命
*axsy	暗香疏影
*axtn	安享天年
*axwn	安享晚年
*axxl	安下心来
*axym	爱惜羽毛
*axzd	安闲自得
*axzj	爱惜自己
*axzx	爱心助学
*axzz	安闲自在
#ay	锿
#ay	铵
*aybs	奥运比赛
*aycg	奥运场馆
*ayct	阿以冲突
*ayff	按月发放
*aygj	奥运冠军
#ayh	锿
#ayhi	锿
#ayhw	锿
*ayif	按月支付
*ayii	安营扎寨
*ayjs	奥运精神
*aylq	按月领取
*aylu	按月领取
*aymi	碍于面子
*aymk	奥伊米亚康
*aymy	哎呀妈呀
*aymz	碍于面子
#ayn	铵
#ayns	铵
*ayqm	碍于情面
*aysg	谙于世故
*aysh	遨游四海
*ayst	爱因斯坦
*ayum	碍于情面
#ayv	锕
#ayvf	锕
*ayxe	锕系
*ayxi	安于现状
*ayxm	奥运项目
*ayxs	昂扬向上
*ayxw	锕系
*ayxz	安于现状
*ayyt	爱乐乐团
*ayyu	铵盐
*ayyy	安于一隅
*ayzf	按月支付
*ayzz	安营扎寨
*azbc	安置补偿
*azbd	艾滋病毒
*azcg	按照常规
*azcs	安装次数
*azct	按照传统
*azdc	暗中调查
*azds	按制度办事
*azdy	暗自得意
*azff	安知非福
*azfm	爱憎分明
*azfx	按照法律程序
*azgc	暗中观察
*azgl	按照国际惯例
*azlj	按质论价
*azms	暗中摸索
*azpb	按资排辈
*azps	暗中盘算
*azrs	安之若素
*azsq	爱之深，恨之切
*azsq	爱之深，痛之切
*azsq	爱之深，责之切
*azsu	爱之深，恨之切
*azsu	爱之深，痛之切
*azsu	爱之深，责之切
*aztk	阿兹特克
*azwq	癌症晚期
*azwu	癌症晚期
*azwy	安枕无忧
*azxz	暗中相助
*azzd	爱咋咋的
#b	比如
#b	必须
#b	不
#ba	布
#baa	奔
*baac	不爱吃
#baai	奔
*baak	不按
*baal	不谙
*baam	不爱
*baan	不安
*baat	不爱听
*baaw	不安稳
*baax	不安心
*bab	不悖
*bab	不变量
*babb	不避
*babd	奔波
*babe	不薄
*babh	不变
*babj	不便
*babk	不把
*babl	不必
*babl	不变量
*babm	保安部门
*babn	不办
babn	不悖
*babo	不败
*babr	布帛
*babs	不比
*babt	不笨
*babw	不备
*babz	不办
*bac	不耻
*bac	不从
*baca	不成
*bacb	不迟
*bacc	不成材
*bacd	不测
*bacf	不才
bacf	不耻
*bacg	不超过
*bach	不啻
*bacj	不常
bacj	不从
*bacl	不诚
*bacm	不曾
bacm	不差
*baco	不畅
*bacq	不成器
*bact	磅秤
*bacu	不成器
*bacw	不成文
*bacx	奔驰
*bacx	不成想
*bacx	不承想
bacy	不齿
*bacy	不错
#bad	泵
*bad	不得了
*bad	不低于
*bada	不大
*badb	不但不
*badb	不得不
*badc	不动产
#badd	泵
*bade	布迪厄
*badf	布丁
*badg	不动
*badg	不冻港
*badi	不得志
*badj	不但
badj	不当
badk	不打
badk	不待
badk	不得
*badk	不掉
badl	不怠
*badl	不得了
badl	不读
*badl	不对
badm	不单
*badm	不断
badm	布道
badn	不惮
badn	不定
*badn	不懂
*badq	不定期
*bads	不单是
bads	不到
*bads	不等式
*bads	不懂事
*badt	不等
badt	不敌
badt	不迭
*badt	不对头
*badu	不定期
badw	不丹
*badw	不倒翁
badw	不独
badw	不多
*badx	不典型
*bady	不得已
*bady	不得以
*bady	不等于
*bady	不低于
bady	布点
*badz	不得志
#bae	礴
*bae	不饿
#baed	礴
*baeg	不二
*baej	不二价
*baej	布尔津
#bael	砭
*baes	不贰
*baev	不阿
baew	不饿
*baew	布尔
#baf	奔
#bafa	奔
*bafd	不法
*bafe	不乏
bafe	不菲
*baff	不敷
*baff	不复返
*bafh	奔放
*bafj	泵阀
*bafn	不发
*bafs	不妨
*baft	不符
baft	不复
*bafu	奔赴
bafv	不服
*bafv	布防
bafw	不凡
*bafw	不负
bafz	不发
*bag	不归路
*bag	布谷鸟
*baga	泵感
*baga	不顾
*bagb	不敢
*bagd	不敢当
*bage	不苟
bagf	不甘
*bagf	不过
*bagg	不干
*bagh	不高
*bagi	不跟
*bagi	不规则
*bagj	不干胶
*bagj	布光
*bagk	不搞
*bagl	不该
*bagl	不归路
*bagm	布谷
*bagn	不惯
*bagn	布谷鸟
*bago	不果
*bagp	不归
*bags	不轨
bagt	甭管
*bagt	不管
bagt	布告
*bagw	不够
*bagx	不给
*bagy	不够用
*bagz	不规则
#bah	磅
*bah	不讳
*bahb	不会吧
*bahf	不合法
*bahg	不合格
#bahh	磅
#bahi	碚
*bahj	不会
*bahk	不好看
*bahl	不合理
bahl	不讳
*bahm	不火
*bahn	不慌
*baho	不回
*bahr	不好惹
*bahs	不好
bahs	不惑
*baht	不和
*bahu	不坏
*bahw	不好玩
*bahx	不安好心
*bahy	不会有
*bai	不正经
*bai	不重要
*bai	不注意
*baia	不在
baib	不展
*baib	布展
*baic	不正常
*baid	不咋地
*baid	不知道
*baie	殡葬
*baif	不再
*baig	不专
baih	泵站
*baih	不在乎
baii	不只
*baii	不足
*baij	不正经
*baij	不值
*baij	不自觉
*baik	不振
*baim	不知名
*baio	布置
*baiq	不足取
*bair	不早
*bais	不再是
*bait	不知
*baiu	奔走
*baiu	不足取
*baiv	布阵
*baiw	不争
baiw	不周
*baiw	不作为
*baiy	不止
*baiy	不至于
*baiy	不重要
*baiy	不注意
*baj	不济
*baj	不仅仅
*baja	碑碣
*bajb	布局
*bajc	不禁
bajd	不济
*bajd	不洁
*baje	不敬
*bajg	不及格
*bajh	不减
*baji	不叫
*bajj	不仅
*bajj	不仅仅
*bajk	不拒
*bajl	不计
*bajm	不结盟
*bajn	不加
*bajo	不羁
bajo	不见
*bajq	不近
*bajr	布景
*bajs	不仅是
*bajs	不就是
*baju	不均
*bajw	不久
*bajy	不经意
*bajz	不加
*bak	不可能
*bak	不快
*bakb	不可不
*bakg	不开
*bakh	碑刻
*baki	不可知
bakk	不
*bakn	不可能
bakn	不快
*bakn	不愧
*bako	不困
*bakq	不客气
*baks	不愧是
*baku	不客气
*bakw	不愧为
*bakx	不科学
*baky	不肯
*bakz	不可知
#bal	碥
*bal	不列颠
*bal	布料
*balc	碑林
*bald	奔流
*bald	不列颠
*bald	布隆迪
*bale	布莱尔
*balf	不赖
*balg	布拉格
*balh	不理会
*bali	布朗族
*balj	不了解
*balj	不理解
*ball	不聊了
*ball	布朗
*balm	不料
balm	布料
baln	不力
*baln	布鲁诺
balo	碥
*bals	布鲁斯
*balt	不利
*balv	不了
*balw	布鲁
*balx	不理想
*baly	不利于
*balz	不力
*balz	布朗族
*bam	奔马律
*bama	布面
*bamb	不明白
*bamd	布满
*bamf	不卖
*bamj	奔命
*baml	奔马律
*baml	不谋
*bamn	奔忙
bamo	不瞒
*bamo	不眠
*bamq	不明确
*bamr	不明
*bams	不妙
*bamu	不明确
*bamw	不免
*bamx	奔马
*bamy	碑铭
#ban	夯
*bana	不耐
*banb	不能不
*banf	不耐烦
*bang	不能够
*banj	不闹
*banl	不能
*bann	不宁
bann	夯
#banr	殡
*bans	不能说
*banv	不腻
#bao	布
#baoi	布
*bapa	不破
*bapc	不排除
*bapd	不平等
*bapf	不配
*baph	不疲
*bapi	奔跑
*bapj	不偏
*bapk	不批
*bapn	不怕
*bapr	不迫
*baps	布匹
*baq	不屈
*baq	不确定
baqb	不屈
*baqc	不清楚
*baqd	不清
*baqd	不确定
baqf	不期
*baqf	不巧
*baqh	不齐
*baqj	不全
*baqk	不抢
*baql	不请
*baqm	不前
*baqr	不求人
*baqs	不轻
*baqt	不缺
*baqu	不去
*baqw	不欠
*baqy	不起眼
*baqy	不情愿
#bar	碑
*bar	不忍
*bar	不认账
*bara	不辱
*barb	不弱
*bard	不染
*bare	不若
#barf	碑
*bari	不认账
*barj	不仁
*bark	不认可
*barl	不入流
*barm	不入
barn	不忍
*barn	不容
*bars	不如
*barv	不然
*barw	不然
*barx	不容许
*bary	不容易
*barz	不忍
*barz	不认账
*bas	不适
*bas	不顺眼
*basa	不爽
*basb	不是吧
*basd	不深
*basf	奔丧
*basg	奔三
*bash	布施
*basj	布什
basl	不说
basl	布衫
*basl	布设
*basm	不善
*basn	不慎
*basp	不少
*basr	不时
*bass	不谙世事
*bast	飙升
bast	不适
*basv	不胜
*basv	不收
*basw	不失为
*basy	不少于
*basy	不顺眼
*bat	碑帖
*bat	不谈
*bat	不同意
*batb	不退
*bath	不听话
*bati	不听
*batj	不停
*batk	不提
*batk	布拖
*batl	不调
batl	不谈
*batl	不通
*batm	不妥
*batn	奔头
bato	碑帖
*bato	不同
bato	不图
*bats	不踏实
*batt	不透
*batu	不填
*batv	奔腾
*batw	布条
*batx	布拖县
*baty	不同于
*bau	不屈
*bau	不确定
baub	不屈
*bauc	不清楚
*baud	不清
*baud	不确定
bauf	不期
*bauf	不巧
*bauh	不齐
*bauj	不全
*bauk	不抢
*baul	不请
*baum	不前
*baur	不求人
*baus	不轻
*baut	不缺
*bauu	不去
*bauw	不欠
*bauy	不起眼
*bauy	不情愿
*baw	碑文
#baw	甭
*bawb	不忘本
*bawc	不枉
*bawd	不稳定
*bawg	不无
*bawh	碑文
*bawh	不外乎
*bawh	不忘
#bawi	甭
*bawk	不往
*bawl	不误
#bawm	飙
*bawn	不完
*bawo	不畏
*bawq	不完全
*bawr	不晚
*baws	不完善
*bawt	不稳
*bawu	不完全
#baww	觱
*baww	布娃娃
*bawx	布纹
*bax	不稀罕
*bax	不晓得
*bax	不懈
*baxa	奔袭
*baxb	不屑
*baxc	不想
baxc	不朽
*baxd	不消
*baxd	不晓得
*baxf	布鞋
*baxg	不锈钢
*baxh	不稀罕
*baxh	不象话
*baxh	不像话
*baxj	不肖
*baxk	不行
*baxl	不许
*baxn	不惜
baxn	不懈
baxn	不恤
*baxp	不小
*baxq	不须
*baxr	奔向
baxr	不息
baxr	不暇
*baxt	不相同
*baxu	不幸
*baxv	不限
baxv	不逊
*baxw	不象
*baxx	布线
*baxy	不屑于
*bay	不一定
*bay	不由得
*bay	布依族
*baya	不愿
*bayb	不已
*bayc	不夜城
*bayd	奔涌
*bayd	不一定
*bayd	不由得
*baye	布艺
*bayf	不要
*bayg	殡仪馆
*bayh	不应
bayh	布衣
*bayi	不孕症
*bayi	布依族
*bayj	殡仪
*bayk	不愉快
*bayl	不要脸
*baym	不义
bayn	不宜
bayn	不悦
*bayn	不孕
*bayo	不由
*bayr	不易
*bays	不雅
*bayt	不移
*bayv	碑阴
*bayw	不用
*bayx	不用谢
*bayx	不远匣
*bayy	不亚于
*bayy	不一样
bayy	不虞
*bayz	不孕
*bayz	不孕症
*bayz	布依族
*baz	不重要
*baz	不注意
#baz	夯
*baza	不在
bazb	不展
*bazb	布展
*bazc	不正常
*bazd	不咋地
*bazd	不知道
*baze	殡葬
*bazf	不再
*bazg	不专
bazh	泵站
*bazh	不在乎
bazi	不只
*bazi	不足
*bazj	不值
*bazj	不自觉
*bazk	不振
*bazm	不知名
*bazo	布置
*bazq	不足取
*bazr	不早
*bazs	不再是
*bazt	不知
*bazu	奔走
*bazu	不足取
*bazv	布阵
*bazw	不争
bazw	不周
*bazw	不作为
*bazy	不止
*bazy	不至于
*bazy	不重要
*bazy	不注意
#bazz	夯
#bb	壁
#bb	剥
*bbas	苯丙氨酸
*bbbh	版本编号
*bbbi	部颁标准
*bbbk	不卑不亢
*bbbl	半表半里
*bbbv	臂膀
*bbby	褒贬不一
*bbbz	部颁标准
#bbc	檗
*bbcc	壁橱
bbcc	檗
*bbcg	并不成功
*bbcj	避仇
*bbcs	百弊丛生
*bbcv	剥除
*bbcy	百步穿杨
#bbd	弼
*bbda	剥夺
#bbdb	弼
*bbdd	斑斑点点
*bbdk	剥掉
*bbdm	壁灯
*bbdn	百般刁难
*bbdq	北部地区
*bbds	巴巴多斯
*bbdt	包办代替
bbdt	避短
*bbdu	北部地区
*bbdy	并不等于
*bbea	避而
*bbfc	百般奉承
*bbff	本本分分
*bbfg	避风港
*bbfh	并不符合
*bbfn	不必烦恼
*bbfp	不包分配
*bbfr	并不否认
*bbfw	避风
*bbg	避光
#bbg	璧
*bbgc	壁柜
*bbgd	宝贝疙瘩
*bbgf	避过
bbgj	避光
*bbgj	剥光
*bbgk	壁挂
bbgk	璧
*bbgm	辟谷
*bbgp	并不公平
*bbgs	步步高升
#bbh	辟
*bbhd	壁画
#bbhf	辟
*bbhh	比比划划
*bbhj	璧合
#bbhk	襞
*bbhl	避讳
*bbhn	避寒
*bbhs	半壁河山
#bbhw	襞
*bbhy	包办婚姻
*bbhy	壁虎
*bbia	壁砖
*bbib	臂展
*bbib	不变资本
*bbid	不败之地
*bbih	臂章
*bbij	八拜之交
*bbij	屏住
*bbil	避之
*bbin	百般阻挠
*bbis	悲不自胜
*bbit	并不赞同
*bbiv	壁障
*bbiw	不辨真伪
*bbix	壁纸
*bbiy	本本主义
*bbiy	并不在于
*bbiy	不白之冤
*bbjb	避忌
*bbjg	不变价格
*bbji	标本兼治
*bbjj	白白净净
*bbjl	变本加厉
*bbjs	半壁江山
*bbjs	比比皆是
*bbjx	不避艰险
*bbjz	标本兼治
*bbk	剥开
*bbk	剥壳
#bbk	擘
*bbkg	避开
bbkg	剥开
*bbkh	并不看好
*bbki	并不看重
*bbkj	壁龛
*bbkk	绊绊磕磕
bbkk	擘
*bbkm	必不可免
*bbkn	并不可能
*bbkp	并不可怕
*bbkq	不必客气
*bbks	必不可少
*bbku	避坑
bbku	剥壳
*bbku	不必客气
*bbkx	并不开心
*bbkz	并不看重
*bbl	壁立
*bbl	臂力
*bble	剥落
*bblf	白白浪费
bblh	壁立
*bblh	剥离
*bbli	避雷针
*bbll	斑驳陆离
*bbll	壁垒
*bblm	壁炉
*bbln	臂力
*bblq	避雷器
*bblu	避雷器
*bbly	半部论语
*bblz	避雷针
bblz	臂力
*bbm	弼马温
#bbm	屏
#bbmg	屏
*bbmi	并不满足
*bbmm	爸爸妈妈
*bbmw	弼马温
*bbmw	避免
*bbmz	并不满足
#bbn	避
*bbnl	避难
#bbnm	屄
*bbnn	白白嫩嫩
bbnn	避
*bbnn	别别扭扭
*bbns	避难所
*bbnv	臂臑
*bbpn	剥皮
*bbpp	白白胖胖
*bbpz	剥皮
*bbqf	剥取
*bbqg	壁球
*bbqg	遍布全国
*bbqh	屏弃
*bbqq	彪炳千秋
*bbqt	屏气
*bbqu	剥去
*bbqy	并不起眼
*bbrd	兵败如山倒
*bbrl	避让
*bbrw	并不认为
*bbry	并不容易
*bbs	壁饰
#bbs	嬖
*bbs	剥蚀
*bbsc	彪炳史册
*bbsf	避世
*bbsg	壁上观
*bbsj	勃勃生机
*bbsl	不必说了
*bbsm	并不是什么
*bbsm	剥蚀面
*bbso	璧山
*bbsr	避暑
#bbss	嬖
*bbst	避税
*bbsu	屏声
bbsw	壁饰
*bbsw	并不是因为
*bbsw	剥蚀
*bbsx	璧山县
*bbsy	百不失一
*bbti	本报特约记者
*bbtl	避谈
*bbtt	百般挑剔
*bbtt	蹦蹦跳跳
*bbtv	剥脱
*bbty	并不同意
*bbtz	本报特约记者
#bbu	壁
*bbu	剥去
*bbuf	剥取
*bbug	壁球
*bbug	遍布全国
*bbuh	屏弃
*bbut	屏气
bbuu	壁
bbuu	彪炳千秋
bbuu	剥
*bbuu	剥去
*bbuy	并不起眼
#bbv	臂
#bbvv	臂
*bbwb	并不违背
*bbwc	卑鄙无耻
*bbwh	臂弯
*bbwl	卑鄙无赖
*bbwn	百般无奈
*bbwn	被逼无奈
*bbwp	必备物品
*bbwq	碧波万顷
*bbwq	并不完全
*bbwu	碧波万顷
*bbwu	并不完全
*bbwv	臂腕
*bbww	病病歪歪
*bbwx	白璧无瑕
*bbwy	必败无疑
*bbwy	步步为营
*bbx	避嫌
*bbx	辟邪
*bbxd	拜把兄弟
*bbxf	剥下
*bbxg	并不习惯
*bbxi	剥削者
*bbxj	剥削
*bbxr	卑鄙小人
*bbxr	兵不血刃
*bbxr	屏息
bbxs	避嫌
*bbxs	避邪
bbxs	辟邪
*bbxv	避险
*bbxz	剥削者
#bby	鐾
*bbyd	并不一定
*bbyf	避雨
*bbyg	璧玉
*bbyh	被边缘化
*bbyi	兵不厌诈
*bbyi	并不意味着
*bbyl	彬彬有礼
*bbyn	避孕
*bbyt	避孕套
*bbyy	巴布亚新几内亚
bbyy	鐾
*bbyy	避孕药
*bbyy	病病殃殃
*bbyz	避孕
*bbyz	兵不厌诈
*bbyz	并不意味着
*bbza	壁砖
*bbzb	臂展
*bbzb	不变资本
*bbzd	不败之地
*bbzh	臂章
*bbzj	八拜之交
*bbzj	屏住
*bbzl	避之
*bbzn	百般阻挠
*bbzs	悲不自胜
*bbzt	并不赞同
*bbzv	壁障
*bbzw	不辨真伪
*bbzx	壁纸
*bbzy	本本主义
*bbzy	并不在于
*bbzy	不白之冤
#bc	板
#bc	杯
#bc	标
#bca	杯
*bcaj	保持安静
#bcak	杯
*bcbb	并存不悖
*bcbc	彼此彼此
*bcbc	标榜
*bcbd	把持不定
*bcbd	棒棒的
*bcbf	标本
*bcbh	白吃白喝
*bcbh	棒冰
*bcbh	不吃不喝
*bcbi	把持不住
*bcbi	包吃包住
*bcbj	罢黜百家
*bcbk	板报
*bcbl	不成比例
*bcbn	不吵不闹
*bcbr	标兵
*bcbt	棒棒糖
*bcbz	把持不住
*bcbz	包吃包住
*bcc	棒槌
#bcc	彬
*bccb	标尺
bccc	板材
*bccc	棒槌
*bccf	板寸
*bcch	板床
*bcci	标称值
*bcck	板擦
*bccm	保持沉默
#bccq	彬
*bccs	板车
*bcct	标称
*bccv	标出
*bccz	标称值
#bcd	栢
*bcdh	标底
*bcdk	棒打
*bcdl	板凳
*bcdm	榜单
*bcdn	标定
bcdr	栢
*bcdr	标的
*bcdx	保持队形
*bcdy	标点
#bce	欂
*bceb	不辞而别
#bced	欂
#bcf	柄
*bcfb	本次发布
#bcfk	柄
*bcfl	板房
*bcfm	板斧
*bcfq	不曾放弃
*bcfu	不曾放弃
*bcfx	本次发行
*bcfy	不测风云
*bcfy	不成方圆
#bcg	棒
*bcg	杯盖
*bcgb	百尺竿头，更进一步
*bcgc	标杆
*bcgd	补充规定
*bcge	杯葛
#bcgg	棒
*bcgh	百川归海
*bcgh	标高
bcgk	标
bcgm	杯盖
*bcgm	本草纲目
bcgp	标
*bcgs	柏格森
*bcgt	百尺竿头
#bcgv	梆
#bch	榜
*bch	标号
*bch	标绘
*bchd	板画
*bchf	板胡
#bchh	榜
*bchi	棒喝
bchi	标号
*bchx	包藏祸心
bchx	标绘
*bchy	本次会议
*bci	梆子
*bci	标准化
*bcia	板砖
*bcib	标准版
*bcic	博采众家之长
*bcic	博采众长
bcid	板滞
*bcid	标注
*bcif	标识符
*bcih	标准
*bcih	标准化
bcij	彼此之间
*bcij	标准件
*bcil	板着脸
*bcil	悲从中来
*bcil	标识
*bcim	板着
*bcio	杯中
*bcir	柏子仁
*bcis	标致
*bcit	保持状态
*bciu	标志
bciv	板子
bciv	梆子
bciv	棒子
*bciv	杯子
*bciw	杯中物
*bciw	标志物
bcix	本初子午线
*bcix	标志性
*bciy	标准语
*bcj	标间
*bcjc	棒极
*bcjd	杯酒
*bcje	补偿金额
*bcjj	标价
bcjj	标间
*bcjl	标记
*bcjn	杯架
*bcjo	杯具
*bcjt	板筋
*bcjw	标记为
*bcjx	板结
*bcjy	不成敬意
*bcjz	杯架
*bckf	编程开发
*bckr	病从口入
*bcku	板块
*bcky	板卡
*bcl	槟榔
*bclc	柏林
bclc	槟榔
*bclf	板栗
*bclg	板蓝根
*bclk	不辞劳苦
*bcln	拔出萝卜带出泥
*bclq	柏林墙
*bclr	标量
*bclt	柏拉图
*bclu	柏林墙
*bclv	板脸
*bclx	保持联系
#bcm	朳
*bcma	板面
*bcmb	百辞莫辩
*bcmc	柏木
*bcmd	板门店
*bcmj	鞭长莫及
#bcmm	朳
*bcmm	不揣冒昧
*bcmr	标明
*bcms	不愁没柴烧
*bcmy	补偿贸易
#bcn	槟
*bcnq	保持年轻
#bcnr	槟
*bcnu	保持年轻
*bcpf	标配
*bcpg	本次评估
*bcph	保持平衡
*bcpq	杯盘
*bcpr	标牌
*bcpx	本次评选
#bcq	板
*bcq	板桥
*bcq	板球
bcqc	板桥
*bcqc	标枪
*bcqd	棒球队
#bcqe	彬
bcqg	板球
*bcqg	棒球
*bcqh	不成气候
*bcqj	保持清洁
*bcqk	补充情况
#bcql	板
*bcqt	标签
*bcqu	板起
*bcqw	不成其为
*bcqx	北川羌族自治县
#bcr	柏
#bcrd	柏
*bcrj	编程软件
*bcrw	补充任务
*bcs	榜上
*bcs	标书
*bcsb	板刷
*bcsc	柏树
*bcsd	杯水
*bcsf	标识符
*bcsg	标示
*bcsl	标识
*bcsl	不出所料
*bcsm	榜首
*bcsm	补充说明
*bcsn	杯赛
*bcsq	抱残守缺
*bcss	板式
*bcst	保持水土
*bcsu	抱残守缺
*bcsx	板书
bcsx	标书
bcsy	榜上
*bcsy	标上
*bct	标图
*bctg	波茨坦公告
*bctj	补充条件
*bctl	标题栏
*bcto	标贴
bcto	标图
*bctr	标题
*bctt	不成体统
*bctw	板条
*bcu	板桥
*bcu	板球
bcuc	板桥
*bcuc	标枪
*bcud	棒球队
bcug	板球
*bcug	棒球
*bcuh	不成气候
*bcuj	保持清洁
*bcuk	补充情况
*bcut	标签
*bcuu	板起
*bcuw	不成其为
*bcux	北川羌族自治县
#bcw	杓
*bcwa	辩才无碍
*bcwb	榜尾
*bcwd	保持稳定
*bcwg	标王
*bcwh	榜文
#bcwk	杓
*bcwl	不出我所料
*bcwn	博茨瓦纳
*bcwt	不成问题
*bcxc	别出心裁
*bcxf	标下
*bcxh	报仇雪恨
*bcxi	边陲小镇
*bcxk	不辞辛苦
*bcxl	不辞辛劳
*bcxo	彬县
*bcxs	饱餐秀色
*bcxw	不耻下问
*bcxx	柏乡
*bcxx	柏乡县
*bcxx	标线
*bcxy	别出新意
*bcxz	边陲小镇
*bcy	柏叶
*bcy	柏油路
*bcya	标有
*bcyb	标引
*bcyc	榜样
*bcyd	柏油
*bcyi	柏叶
*bcyi	保持一致
*bcyi	背城一战
*bcyi	不成样子
*bcyl	柏油路
*bcyl	标语
*bcyo	板岩
*bcyo	榜眼
*bcyr	不齿于人
*bcys	板牙
*bcyt	抱成一团
*bcyw	不出意外
*bcyz	保持一致
*bcyz	背城一战
*bcyz	不成样子
*bcz	板着脸
*bcz	标准化
*bcza	板砖
*bczb	标准版
*bczc	博采众家之长
*bczc	博采众长
bczd	板滞
*bczd	标注
*bczf	标识符
*bczh	标准
*bczh	标准化
bczj	彼此之间
*bczj	标准件
*bczl	板着脸
*bczl	悲从中来
*bczl	标识
*bczm	板着
*bczo	杯中
*bczr	柏子仁
*bczs	标致
*bczt	保持状态
*bczu	标志
bczv	板子
bczv	梆子
bczv	棒子
*bczv	杯子
*bczw	杯中物
*bczw	标志物
bczx	本初子午线
*bczx	标志性
*bczy	标准语
#bd	百
#bd	滨
*bdad	被动挨打
*bdan	不得安宁
*bdb	百八十
*bdbe	不打锛儿
*bdbf	不得不发
*bdbh	波霸
*bdbi	不当不正
*bdbj	百倍
*bdbl	宝刀不老
*bdbp	抱打不平
*bdbq	百般
*bdbq	百毒不侵
*bdbq	病得不轻
*bdbs	百八十
*bdbs	不打不相识
*bdbs	不得不说
*bdbs	不多不少
*bdbt	棒打不回头
*bdbu	百毒不侵
*bdbu	病得不轻
*bdbx	百宝箱
*bdby	百读不厌
*bdbz	不当不正
*bdc	波茨坦
*bdca	逼成
*bdce	百草
*bdch	不到长城非好汉
*bdci	波段操作
*bdcq	泊船
*bdcr	百川
*bdcs	泊车
*bdct	波茨坦
*bdct	波长
*bdcu	滨城
*bdcv	逼出
*bdcx	不断创新
*bdcz	波段操作
*bdd	逼到
*bddb	波导
*bddc	不定代词
*bddg	波动
*bddh	百度
*bddj	百代
*bddk	百搭
#bddr	皕
*bddr	波段
bdds	逼到
*bdds	不单单是
*bddt	不登大雅之堂
*bddw	百多
*bddy	不登大雅
*bdec	背道而驰
*bdeh	不断恶化
*bdei	不得而知
*bdek	波尔卡
*bdeo	波恩
*bdeq	拔地而起
*bdeu	拔地而起
*bdew	波尔
*bdez	不得而知
*bdf	百分百
*bdf	百分号
#bdf	渤
*bdfb	百分百
*bdfb	百分比
*bdfd	百分点
*bdff	不断丰富
*bdfh	百分号
bdfh	逼疯
*bdfh	标点符号
*bdfi	百分之
*bdfi	百分制
*bdfl	百分率
*bdfm	百分
#bdfn	渤
*bdfo	波峰
bdfo	波幅
*bdfs	百分数
bdfs	表达方式
#bdfv	浡
*bdfz	百分之
*bdfz	百分制
bdfz	渤
*bdg	波光
*bdgc	不定冠词
*bdgh	波高
*bdgj	逼供
bdgj	波光
bdgj	不断改进
*bdgm	波谷
*bdgn	逼宫
*bdgo	百果
*bdgq	百舸
*bdgr	病毒感染
*bdgs	毕达哥拉斯
*bdgx	不断更新
*bdh	百合
#bdh	汴
*bdh	滨海
bdhd	滨海
bdhd	濒海
*bdhd	渤海
*bdhe	百花
#bdhf	灞
*bdhh	百合花
bdhj	百合
*bdhj	百花奖
*bdhj	百货
#bdhk	汴
*bdhl	百户
#bdhm	瀌
*bdho	波黑
*bdhq	滨湖区
*bdhs	逼婚
*bdhs	不到黄河心不死
*bdht	逼和
*bdhu	滨湖区
*bdhw	渤海湾
*bdhx	滨海县
*bdhx	不到黄河不死心
*bdi	百褶裙
*bdi	滨州市
*bdia	百丈
bdia	逼仄
*bdic	不当之处
*bdid	不懂装懂
*bdif	逼真
*bdih	波状
*bdii	不打自招
*bdij	白刀子进
*bdij	逼债
*bdik	波折
*bdil	剥夺政治权利
bdim	逼着
*bdim	滨州
*bdin	百字
*bdiq	百褶裙
*bdis	滨州市
*bdis	剥夺政治权利终身
*bdit	百种
*bdiu	百褶裙
*bdiu	逼走
*bdiy	百战
*bdj	滨江区
*bdjb	不断进步
*bdjd	滨江
*bdjf	不定积分
*bdjg	兵多将广
*bdjh	汴京
*bdjj	百佳
